downloaded_utc,layer_title,layer_id,feature_object_id,feature_global_id,geometry_x,geometry_y,attachment_id,attachment_global_id,attachment_name,saved_filename,saved_path,attachment_content_type,download_status,error_message,ObjectID,GlobalID,Group ID,Group Name,Audience,Site Name,Sample Date,Sample Time,Sample ID,Total number of participants,Freshwater body type,What type of Freshwater Body is this?,What is the main land use within 50m?,"You selected other, what is the main land use?",What is the main bank vegetation? (select all that apply),"You selected other, what is the main bank vegetation?",Vegetation cover in/on the water (%),River water-crowfoot (m2),Floating water-plantain (m2),Australian swamp stonecrop (m2),Swamp crassula (m2),Floating pennywort (m2),Himalayan balsam (m2),Invasive species (select all that apply and describe the extent in m3 in the Notes section),Other Invasive species,Is there any of the following on the water surface?,Which of these best describes the dominant form of algae present?,Can you see any litter (including litter caught in vegetation)?,Which of the following sources of plastic pollution can you see?,Are there any pollution sources in the immediate surroundings? (select all that apply),Please describe the other pollution sources,Can you see any of the following water uses right now? (select all that apply),Please describe any other water uses,What aquatic life is there evidence of? (select all that apply),Please describe any other evidence of aquatic life,Has there been any rain during the last 24 hours?,Sample bottle number,Estimate the water flow,Estimate the water level,Estimate the waterway depth (m),Estimate the waterway width (m),Estimate the waterway width (by measuring the widest bank distance at your current location) (m),Water velocity (m/s),Nitrate (mg/L),"If Nitrate >10 mg/L, please enter result",Phosphate (mg/L),Alkalinity,Ammonia,Ammonium (mg/L),Arsenic,Biochemical Oxygen Demand (BOD),Chemical Oxygen Demand (COD),Chlorophyll-a (µg/L),Chromium (mg/L),Conductivity (µS cm-1) Europe,Dissolved oxygen (%),Dissolved oxygen (mg/L),Hardness,Lead (mg/L),Nitrates,Nitrite,Orthophosphates (mg/L),pH,Potassium,Salinity (ppt),Sediment organic matter (%),Total dissolved solids (mg/L),Tryptophan (ppb),Turbidity (NTU),Water temperature (°C),Water quality - Secchi Tube (Turbidity),Estimate the water colour,"You selected other, enter the colour",Anisoptera (Dragonflies),Baetidae (Mayflies - Olives / minnows),Chironomidae (Non-biting midges),Decapoda (Crabs and shrimps),Diptera (True flies),Ephemerellidae (Mayflies - Blue-winged olive),Ephemeridae (Mayflies - Burrowers),Ephemeroptera (Mayflies exc. Baetidae),Gammaridae (Freshwater shrimps),Gastropoda (Snails),Hemiptera & Coleoptera (Bugs and beetles),Heptageniidae (Mayflies - Flat-bodied stone clinger),Hirudinea (Leeches),Odonata (Dragonflies & Damselflies),Oligochaeta (Worms),Plecoptera (Stoneflies),Simuliidae (Blackflies),Trichoptera (Caddisflies - Cased),Trichoptera (Caddisflies - Caseless),Tricladida (Flatworms),Zygoptera (Damselflies),"Dumping activities (appliances, car parts, tyres, building material)","Medical/personal hygiene (condoms, diapers, syringes, tampons/tampon applicators)","Other debris/Items of local concern (discarded food, firework debris, drug paraphernalia, small plastic debris)","Outdoor activities (bait containers, fishing lines, fishing lures, hunting gear)","Shoreline and recreational activities (bags, beverage bottles/cans, 6-pack holders)","Smoking-related activities (cigarettes/cigarette filters, lighters, tobacco wrappers)",What was the most peculiar object found?,Rain events sampling day,What are the atmospheric conditions?,What is the air temperature?,What are the wind conditions?,Total coliform bacteria count (red colonies at 24 hrs),E. coli bacteria count (blue colonies at 48hrs),E. coli sample ID,Faecal coliforms,Photograph of plate,Phytoplankton sample,Sample bottle number.1,Odour,Taste,Borehole/well flowrate,Microplastics sample ID,surveylang,feedback_eng,feedback_core,feedback_swahili,Your results:,-,CreationDate,EditDate,notes,Submitted Date,sort_order_nitrates,sort_order_phosphates,sort_order_turbidity,Feedback Rating,Country,feedback_score,County,RBD_NAME,MNCAT_NAME,Nitrate (mg/L) MID,Phosphate (mg/L) MID,Photo URL,x,y,image_path,local_image_path,image_exists,binary_label,binary_label_name,image_readable,image_error,split
2025-11-26T20:15:12Z,Great UK WaterBlitz,735751c713b3460aa8041d47f55070d7,2632,cbec0369-ae9e-4df4-aef3-ab1532c54792,-1.553444949026812,50.75521189213716,2295,298806d3-a42a-4741-ab08-a60465b4f10e,photo-20240922-151644.jpg,Feature_2632_Attachment_2295_photo-20240922-151644.jpg,Downloaded_Photos\Great_UK_WaterBlitz\Feature_2632_Attachment_2295_photo-20240922-151644.jpg,image/jpeg,success,,341841,cbec0369-ae9e-4df4-aef3-ab1532c54792,3c921db106c94bf0862570af11547e39,Great UK WaterBlitz,Public (WaterBlitz),Priestlands Lake,9/22/2024 11:00:00 AM,13:30,,1,Lake,,Urban_green_space,,Trees_shrubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.2,,0.05-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English(en),Your dataset indicates that this waterbody has a very good ecological status. Nutrient concentrations are low. These values are expected to vary throughout the year as a result of weather patterns and changes in land use. Please help us to better understand this ecosystem by continuing to make measurements. ,,,,,10/7/2024 9:20:50 AM,10/7/2024 9:20:50 AM,,9/22/2024 2:17:52 PM,1,3,0,Good,England,1,Hampshire,South East,New Forest,0.1,0.075,https://services3.arcgis.com/SQtySBftABENTpkx/arcgis/rest/services/Great_UK_WaterBlitz_Public_View_New/FeatureServer/0/2632/attachments/2295,-1.55344494902681,50.7552118921372,C:/Users/Grace/Desktop/Earthwatch\Great_UK_WaterBlitz\Feature_2632_Attachment_2295_photo-20240922-151644.jpg,C:\Users\teaching\Downloads\earthwatch-cnn\data\Great_UK_WaterBlitz\Feature_2632_Attachment_2295_photo-20240922-151644.jpg,True,0,Acceptable,True,,train
2025-11-26T20:15:19Z,Great UK WaterBlitz,735751c713b3460aa8041d47f55070d7,2633,b91a047d-57bf-44f2-b88e-3049e7967a59,-0.59359663,51.77321438,2296,95be4c64-ce18-40a2-9a3c-4dbe868630b4,photo-20240922-141709.jpg,Feature_2633_Attachment_2296_photo-20240922-141709.jpg,Downloaded_Photos\Great_UK_WaterBlitz\Feature_2633_Attachment_2296_photo-20240922-141709.jpg,image/jpeg,success,,341651,b91a047d-57bf-44f2-b88e-3049e7967a59,3c921db106c94bf0862570af11547e39,Great UK WaterBlitz,Public (WaterBlitz),River Bulbourne,9/22/2024 11:00:00 AM,15:10,,2,Stream,,Rural_residential,,"Trees_shrubs,Grass_small_plants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-5,,0.02-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,Colourless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English(en),Your dataset indicates that this waterbody has a poor ecological status. These values are expected to vary throughout the year as a result of weather patterns and changes in land use. Please help us to better understand this ecosystem by continuing to make measurements. ,,,,,10/7/2024 9:20:48 AM,10/7/2024 9:20:48 AM,,9/22/2024 2:17:52 PM,5,2,0,Poor,England,3,Hertfordshire,Thames,Colne,3.5,0.035,https://services3.arcgis.com/SQtySBftABENTpkx/arcgis/rest/services/Great_UK_WaterBlitz_Public_View_New/FeatureServer/0/2633/attachments/2296,-0.59359663,51.77321438,C:/Users/Grace/Desktop/Earthwatch\Great_UK_WaterBlitz\Feature_2633_Attachment_2296_photo-20240922-141709.jpg,C:\Users\teaching\Downloads\earthwatch-cnn\data\Great_UK_WaterBlitz\Feature_2633_Attachment_2296_photo-20240922-141709.jpg,True,1,Unacceptable,True,,train
2025-11-26T20:15:25Z,Great UK WaterBlitz,735751c713b3460aa8041d47f55070d7,2634,bdb7551e-17c2-4d4a-8148-37b5053e70fa,-4.53494923099592,50.80444454948439,2297,da556f24-729d-40d0-ad9d-874a90592733,photo-20240922-140809.jpg,Feature_2634_Attachment_2297_photo-20240922-140809.jpg,Downloaded_Photos\Great_UK_WaterBlitz\Feature_2634_Attachment_2297_photo-20240922-140809.jpg,image/jpeg,success,,341661,bdb7551e-17c2-4d4a-8148-37b5053e70fa,3c921db106c94bf0862570af11547e39,Great UK WaterBlitz,Public (WaterBlitz),R. Neet @ Helebridge,9/22/2024 11:00:00 AM,15:05,,1,River,,Rural_residential,,"Trees_shrubs,Grass_small_plants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-2,,0.02-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,Colourless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English(en),Your dataset indicates that this waterbody has a moderate ecological status. Moderately elevated nitrate concentrations. These values are expected to vary throughout the year as a result of weather patterns and changes in land use. Please help us to better understand this ecosystem by continuing to make measurements. ,,,,,10/7/2024 9:20:48 AM,10/7/2024 9:20:48 AM,,9/22/2024 2:19:08 PM,4,2,0,Moderate,England,2,Cornwall,South West,North Cornwall Seaton Looe and Fowey,1.5,0.035,https://services3.arcgis.com/SQtySBftABENTpkx/arcgis/rest/services/Great_UK_WaterBlitz_Public_View_New/FeatureServer/0/2634/attachments/2297,-4.53494923099592,50.8044445494844,C:/Users/Grace/Desktop/Earthwatch\Great_UK_WaterBlitz\Feature_2634_Attachment_2297_photo-20240922-140809.jpg,C:\Users\teaching\Downloads\earthwatch-cnn\data\Great_UK_WaterBlitz\Feature_2634_Attachment_2297_photo-20240922-140809.jpg,True,1,Unacceptable,True,,train
2025-11-26T20:15:32Z,Great UK WaterBlitz,735751c713b3460aa8041d47f55070d7,2636,e0d1a5b4-182f-4430-9165-cc8577615852,-2.20367723,51.84262307,2298,16bff761-0b1d-4e11-bf46-b91c0bc33ba8,photo-20240922-140018.jpg,Feature_2636_Attachment_2298_photo-20240922-140018.jpg,Downloaded_Photos\Great_UK_WaterBlitz\Feature_2636_Attachment_2298_photo-20240922-140018.jpg,image/jpeg,success,,341902,e0d1a5b4-182f-4430-9165-cc8577615852,3c921db106c94bf0862570af11547e39,Great UK WaterBlitz,Public (WaterBlitz),River Twyver7,9/22/2024 11:00:00 AM,14:59,,1,Stream,,Urban_green_space,,"Grass_small_plants,Trees_shrubs,Bare_soil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-2,,0.05-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English(en),Your dataset indicates that this waterbody has a moderate ecological status. Moderately elevated nitrate concentrations. These values are expected to vary throughout the year as a result of weather patterns and changes in land use. Please help us to better understand this ecosystem by continuing to make measurements. ,,,,,10/7/2024 9:20:51 AM,10/7/2024 9:20:51 AM,Flash flooding approx 45 hours ago.,9/22/2024 2:19:50 PM,4,3,0,Moderate,England,2,Gloucestershire,Severn,Severn Vale,1.5,0.075,https://services3.arcgis.com/SQtySBftABENTpkx/arcgis/rest/services/Great_UK_WaterBlitz_Public_View_New/FeatureServer/0/2636/attachments/2298,-2.20367723,51.84262307,C:/Users/Grace/Desktop/Earthwatch\Great_UK_WaterBlitz\Feature_2636_Attachment_2298_photo-20240922-140018.jpg,C:\Users\teaching\Downloads\earthwatch-cnn\data\Great_UK_WaterBlitz\Feature_2636_Attachment_2298_photo-20240922-140018.jpg,True,1,Unacceptable,True,,train
2025-11-26T20:15:41Z,Great UK WaterBlitz,735751c713b3460aa8041d47f55070d7,2637,56d50078-7086-4e74-8d2e-b36759cde294,-4.235285616881581,52.03845259657714,2299,e3cb90f2-ad2a-4258-862a-09cff545e5eb,tempImageQgcSDk.bmp,Feature_2637_Attachment_2299_tempImageQgcSDk.bmp,Downloaded_Photos\Great_UK_WaterBlitz\Feature_2637_Attachment_2299_tempImageQgcSDk.bmp,image/bmp,success,,341861,56d50078-7086-4e74-8d2e-b36759cde294,3c921db106c94bf0862570af11547e39,Great UK WaterBlitz,Public (WaterBlitz),Teifi,9/22/2024 11:00:00 AM,14:05,,1,River,,Grassland_shrub,,"Trees_shrubs,Grass_small_plants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.2,,0.02-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,Colourless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Your dataset indicates that this waterbody has a very good ecological status. Nutrient concentrations are low. These values are expected to vary throughout the year as a result of weather patterns and changes in land use. Please help us to better understand this ecosystem by continuing to make measurements. ,,,,,10/7/2024 9:20:51 AM,10/7/2024 9:20:51 AM,,9/22/2024 2:20:24 PM,1,2,0,Good,Wales,1,Dyfed,Western Wales,Teifi and North Ceredigion,0.1,0.035,https://services3.arcgis.com/SQtySBftABENTpkx/arcgis/rest/services/Great_UK_WaterBlitz_Public_View_New/FeatureServer/0/2637/attachments/2299,-4.23528561688158,52.0384525965771,C:/Users/Grace/Desktop/Earthwatch\Great_UK_WaterBlitz\Feature_2637_Attachment_2299_tempImageQgcSDk.bmp,C:\Users\teaching\Downloads\earthwatch-cnn\data\Great_UK_WaterBlitz\Feature_2637_Attachment_2299_tempImageQgcSDk.bmp,True,0,Acceptable,True,,train
2025-11-26T20:15:47Z,Great UK WaterBlitz,735751c713b3460aa8041d47f55070d7,2638,386eefe4-3020-4d35-85f9-1c246caa76a3,-2.080794728150203,51.05650620400414,2300,72657f5d-45b2-4784-8156-88c2a4c88bff,ADFCDC58-0D52-4BF0-B8CB-6CE0AF8F4521.jpeg,Feature_2638_Attachment_2300_ADFCDC58-0D52-4BF0-B8CB-6CE0AF8F4521.jpeg,Downloaded_Photos\Great_UK_WaterBlitz\Feature_2638_Attachment_2300_ADFCDC58-0D52-4BF0-B8CB-6CE0AF8F4521.jpeg,image/jpeg,success,,341620,386eefe4-3020-4d35-85f9-1c246caa76a3,3c921db106c94bf0862570af11547e39,Great UK WaterBlitz,Public (WaterBlitz),Nadder by Wallmead,9/22/2024 11:00:00 AM,15:12,,2,River,,Livestock,,"Trees_shrubs,Grass_small_plants,Bare_soil,Concrete_impermeable_surface",,,,,,,,,,,Slurry,,,,,,,,,,,,,,,,,,1-2,,0.2-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Your dataset indicates that this waterbody has a poor ecological status. Significantly elevated phosphate concentrations indicate eutrophic conditions which typically result in algal blooms. These values are expected to vary throughout the year as a result of weather patterns and changes in land use. Please help us to better understand this ecosystem by continuing to make measurements. ,,,,,10/7/2024 9:20:47 AM,10/7/2024 9:20:47 AM,"Otters, beavers and rats are present nearby",9/22/2024 2:20:38 PM,4,5,0,Poor,England,3,Wiltshire,South West,Avon Hampshire,1.5,0.35,https://services3.arcgis.com/SQtySBftABENTpkx/arcgis/rest/services/Great_UK_WaterBlitz_Public_View_New/FeatureServer/0/2638/attachments/2300,-2.0807947281502,51.0565062040041,C:/Users/Grace/Desktop/Earthwatch\Great_UK_WaterBlitz\Feature_2638_Attachment_2300_ADFCDC58-0D52-4BF0-B8CB-6CE0AF8F4521.jpeg,C:\Users\teaching\Downloads\earthwatch-cnn\data\Great_UK_WaterBlitz\Feature_2638_Attachment_2300_ADFCDC58-0D52-4BF0-B8CB-6CE0AF8F4521.jpeg,True,1,Unacceptable,True,,val
2025-11-26T20:15:54Z,Great UK WaterBlitz,735751c713b3460aa8041d47f55070d7,2639,1a560906-d53d-4918-87f7-c42b455aef12,-2.515012288431964,51.08807164836755,2301,6085b815-9570-48d3-8189-eeb8422d9cdf,P1120941.JPG,Feature_2639_Attachment_2301_P1120941.JPG,Downloaded_Photos\Great_UK_WaterBlitz\Feature_2639_Attachment_2301_P1120941.JPG,image/jpeg,success,,341887,1a560906-d53d-4918-87f7-c42b455aef12,3c921db106c94bf0862570af11547e39,Great UK WaterBlitz,Public (WaterBlitz),The Horsepond Castle Cary Somerset,9/22/2024 11:00:00 AM,14:30,,2,Pond,,Urban_residential,,"Trees_shrubs,Concrete_impermeable_surface",,,,,,,,,,,Floating_algae,,,,,,,,,,,,,,,,,,2-5,,0.02-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,Colourless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Your dataset indicates that this waterbody has a poor ecological status. These values are expected to vary throughout the year as a result of weather patterns and changes in land use. Please help us to better understand this ecosystem by continuing to make measurements. ,,,,,10/7/2024 9:20:51 AM,10/7/2024 9:20:51 AM,"A spring-fed, shallow pond that is the source of the River Cary. Once used as a drinking water supply. Water movement via inflow and outflow points. During the summer it is almost completely covered with a floating carpet of Pithophora. ",9/22/2024 2:21:15 PM,5,2,0,Poor,England,3,Somerset,South West,Somerset South and West,3.5,0.035,https://services3.arcgis.com/SQtySBftABENTpkx/arcgis/rest/services/Great_UK_WaterBlitz_Public_View_New/FeatureServer/0/2639/attachments/2301,-2.51501228843196,51.0880716483675,C:/Users/Grace/Desktop/Earthwatch\Great_UK_WaterBlitz\Feature_2639_Attachment_2301_P1120941.JPG,C:\Users\teaching\Downloads\earthwatch-cnn\data\Great_UK_WaterBlitz\Feature_2639_Attachment_2301_P1120941.JPG,True,1,Unacceptable,True,,train
2025-11-26T20:16:00Z,Great UK WaterBlitz,735751c713b3460aa8041d47f55070d7,2640,40806248-a98e-4b66-a20d-9abc1162ee8e,-5.088344481460553,50.15327508837256,2302,71ab8949-370a-4985-8f50-5fe9002f11c8,photo-20240922-140437.jpg,Feature_2640_Attachment_2302_photo-20240922-140437.jpg,Downloaded_Photos\Great_UK_WaterBlitz\Feature_2640_Attachment_2302_photo-20240922-140437.jpg,image/jpeg,success,,341816,40806248-a98e-4b66-a20d-9abc1162ee8e,3c921db106c94bf0862570af11547e39,Great UK WaterBlitz,Public (WaterBlitz),Bickland Stream,9/22/2024 11:00:00 AM,15:05,,1,Stream,,Urban_residential,,"Trees_shrubs,Grass_small_plants,Concrete_impermeable_surface,Bare_soil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-2,,0.02-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,Colourless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English(en),Your dataset indicates that this waterbody has a moderate ecological status. Moderately elevated nitrate concentrations. These values are expected to vary throughout the year as a result of weather patterns and changes in land use. Please help us to better understand this ecosystem by continuing to make measurements. ,,,,,10/7/2024 9:20:50 AM,10/7/2024 9:20:50 AM,,9/22/2024 2:22:24 PM,4,2,0,Moderate,England,2,Cornwall,South West,Cornwall West and the Fal,1.5,0.035,https://services3.arcgis.com/SQtySBftABENTpkx/arcgis/rest/services/Great_UK_WaterBlitz_Public_View_New/FeatureServer/0/2640/attachments/2302,-5.08834448146055,50.1532750883726,C:/Users/Grace/Desktop/Earthwatch\Great_UK_WaterBlitz\Feature_2640_Attachment_2302_photo-20240922-140437.jpg,C:\Users\teaching\Downloads\earthwatch-cnn\data\Great_UK_WaterBlitz\Feature_2640_Attachment_2302_photo-20240922-140437.jpg,True,1,Unacceptable,True,,train
2025-11-26T20:16:06Z,Great UK WaterBlitz,735751c713b3460aa8041d47f55070d7,2641,d0274bbb-042d-452f-9a27-fb4f4ca41b78,-2.111324250157566,52.63140607643888,2303,ceefbe9d-4e3e-45af-b618-44f2ec039b9c,photo-20240922-141830.jpg,Feature_2641_Attachment_2303_photo-20240922-141830.jpg,Downloaded_Photos\Great_UK_WaterBlitz\Feature_2641_Attachment_2303_photo-20240922-141830.jpg,image/jpeg,success,,341973,d0274bbb-042d-452f-9a27-fb4f4ca41b78,3c921db106c94bf0862570af11547e39,Great UK WaterBlitz,Public (WaterBlitz),Waterhead Brook,9/22/2024 11:00:00 AM,15:15,,1,Stream,,Urban_residential,,Trees_shrubs,,,,,,,,,,,Foam,,,,,,,,,,,,,,,,,,5-10,,0.05-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English(en),Your dataset indicates that this waterbody has a poor ecological status. These values are expected to vary throughout the year as a result of weather patterns and changes in land use. Please help us to better understand this ecosystem by continuing to make measurements. ,,,,,10/7/2024 9:20:52 AM,10/7/2024 9:20:52 AM,,9/22/2024 2:23:01 PM,6,3,0,Poor,England,3,West Midlands,Humber,Trent Valley Staffordshire,7.5,0.075,https://services3.arcgis.com/SQtySBftABENTpkx/arcgis/rest/services/Great_UK_WaterBlitz_Public_View_New/FeatureServer/0/2641/attachments/2303,-2.11132425015757,52.6314060764389,C:/Users/Grace/Desktop/Earthwatch\Great_UK_WaterBlitz\Feature_2641_Attachment_2303_photo-20240922-141830.jpg,C:\Users\teaching\Downloads\earthwatch-cnn\data\Great_UK_WaterBlitz\Feature_2641_Attachment_2303_photo-20240922-141830.jpg,True,1,Unacceptable,True,,train
2025-11-26T20:16:12Z,Great UK WaterBlitz,735751c713b3460aa8041d47f55070d7,2642,29bdb0b4-1c85-456f-85d2-01eb1d03a472,-0.02791607535071733,51.40874617714004,2304,dcd865f1-7879-4813-8374-21c0c230ace3,photo_20240922145830.jpg,Feature_2642_Attachment_2304_photo_20240922145830.jpg,Downloaded_Photos\Great_UK_WaterBlitz\Feature_2642_Attachment_2304_photo_20240922145830.jpg,image/jpeg,success,,341583,29bdb0b4-1c85-456f-85d2-01eb1d03a472,3c921db106c94bf0862570af11547e39,Great UK WaterBlitz,Public (WaterBlitz),River Beck,9/22/2024 11:00:00 AM,14:57,,5,River,,Other,Urban residential and high street,Concrete_impermeable_surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5-1,,0.1-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,Colourless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Your dataset indicates that this waterbody has a moderate ecological status. Moderately elevated phosphate concentrations can favour the formation of algal blooms. These values are expected to vary throughout the year as a result of weather patterns and changes in land use. Please help us to better understand this ecosystem by continuing to make measurements. ,,,,,10/7/2024 9:20:47 AM,10/7/2024 9:20:47 AM,Rats,9/22/2024 2:23:33 PM,3,4,0,Moderate,England,2,Greater London,Thames,London,0.75,0.15,https://services3.arcgis.com/SQtySBftABENTpkx/arcgis/rest/services/Great_UK_WaterBlitz_Public_View_New/FeatureServer/0/2642/attachments/2304,-0.0279160753507173,51.40874617714,C:/Users/Grace/Desktop/Earthwatch\Great_UK_WaterBlitz\Feature_2642_Attachment_2304_photo_20240922145830.jpg,C:\Users\teaching\Downloads\earthwatch-cnn\data\Great_UK_WaterBlitz\Feature_2642_Attachment_2304_photo_20240922145830.jpg,True,1,Unacceptable,True,,train
2025-11-26T20:16:18Z,Great UK WaterBlitz,735751c713b3460aa8041d47f55070d7,2643,14eb2e73-9b1c-476f-aa62-7a0fc32722fc,-1.704883810680087,54.77384355575097,2305,ef9b1136-ea13-4f5b-b676-8008f790bf3e,photo-20240922-152146.jpg,Feature_2643_Attachment_2305_photo-20240922-152146.jpg,Downloaded_Photos\Great_UK_WaterBlitz\Feature_2643_Attachment_2305_photo-20240922-152146.jpg,image/jpeg,success,,341761,14eb2e73-9b1c-476f-aa62-7a0fc32722fc,3c921db106c94bf0862570af11547e39,Great UK WaterBlitz,Public (WaterBlitz),Priest Burn,9/22/2024 11:00:00 AM,11:30,,3,Stream,,Other,Industial commercial & church grounds,"Trees_shrubs,Bare_soil,Grass_small_plants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.2,,<0.02,,,,,,,,,,,,,,,,,,,,,,,,,,Colourless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English(en),Your dataset indicates that this waterbody has a very good ecological status. Nutrient concentrations are low. These values are expected to vary throughout the year as a result of weather patterns and changes in land use. Please help us to better understand this ecosystem by continuing to make measurements. ,,,,,10/7/2024 9:20:49 AM,10/7/2024 9:20:49 AM,,9/22/2024 2:24:16 PM,1,1,0,Good,England,1,Durham,Northumbria,Wear,0.1,0.01,https://services3.arcgis.com/SQtySBftABENTpkx/arcgis/rest/services/Great_UK_WaterBlitz_Public_View_New/FeatureServer/0/2643/attachments/2305,-1.70488381068009,54.773843555751,C:/Users/Grace/Desktop/Earthwatch\Great_UK_WaterBlitz\Feature_2643_Attachment_2305_photo-20240922-152146.jpg,C:\Users\teaching\Downloads\earthwatch-cnn\data\Great_UK_WaterBlitz\Feature_2643_Attachment_2305_photo-20240922-152146.jpg,True,0,Acceptable,True,,val
2025-11-26T20:16:25Z,Great UK WaterBlitz,735751c713b3460aa8041d47f55070d7,2644,86d3eff3-5a8b-4df1-88cb-451fa9ad7916,-1.388470575918943,51.00021842656092,2306,e2930abd-ddc9-4fba-8cee-60793d822ae8,photo_20240922150452.jpg,Feature_2644_Attachment_2306_photo_20240922150452.jpg,Downloaded_Photos\Great_UK_WaterBlitz\Feature_2644_Attachment_2306_photo_20240922150452.jpg,image/jpeg,success,,341684,86d3eff3-5a8b-4df1-88cb-451fa9ad7916,3c921db106c94bf0862570af11547e39,Great UK WaterBlitz,Public (WaterBlitz),Hocombe mead,9/22/2024 11:00:00 AM,15:02,,2,Stream,,Forest,,Trees_shrubs,,,,,,,,,,,Slurry,,,,,,,,,,,,,,,,,,0.2-0.5,,0.05-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Your dataset indicates that this waterbody has a very good ecological status. Nutrient concentrations are low. These values are expected to vary throughout the year as a result of weather patterns and changes in land use. Please help us to better understand this ecosystem by continuing to make measurements. ,,,,,10/7/2024 9:20:48 AM,10/7/2024 9:20:48 AM,,9/22/2024 2:26:36 PM,2,3,0,Good,England,1,Hampshire,South East,Test and Itchen,0.35,0.075,https://services3.arcgis.com/SQtySBftABENTpkx/arcgis/rest/services/Great_UK_WaterBlitz_Public_View_New/FeatureServer/0/2644/attachments/2306,-1.38847057591894,51.0002184265609,C:/Users/Grace/Desktop/Earthwatch\Great_UK_WaterBlitz\Feature_2644_Attachment_2306_photo_20240922150452.jpg,C:\Users\teaching\Downloads\earthwatch-cnn\data\Great_UK_WaterBlitz\Feature_2644_Attachment_2306_photo_20240922150452.jpg,True,0,Acceptable,True,,train
2025-11-26T20:16:31Z,Great UK WaterBlitz,735751c713b3460aa8041d47f55070d7,2645,1d6456d5-098e-4d17-8a4c-9abd1d3a10bd,0.4737806546522762,51.21126899023779,2307,e0e1a16f-934e-4cdd-83a1-9280db7810f7,20240922_102650.jpg,Feature_2645_Attachment_2307_20240922_102650.jpg,Downloaded_Photos\Great_UK_WaterBlitz\Feature_2645_Attachment_2307_20240922_102650.jpg,image/jpeg,success,,341817,1d6456d5-098e-4d17-8a4c-9abd1d3a10bd,3c921db106c94bf0862570af11547e39,Great UK WaterBlitz,Public (WaterBlitz),River Beult,9/22/2024 11:00:00 AM,10:35,,2,River,,Grassland_shrub,,Grass_small_plants,,,,,,,,,,,Floating_algae,,,,,,,,,,,,,,,,,,2-5,,0.1-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,Colourless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,en,Your dataset indicates that this waterbody has a poor ecological status. These values are expected to vary throughout the year as a result of weather patterns and changes in land use. Please help us to better understand this ecosystem by continuing to make measurements. ,,,,,10/7/2024 9:20:50 AM,10/7/2024 9:20:50 AM,none - entire surface of river covered with floating weed (pennywort?),9/22/2024 2:27:25 PM,5,4,0,Poor,England,3,Kent,Thames,Medway,3.5,0.15,https://services3.arcgis.com/SQtySBftABENTpkx/arcgis/rest/services/Great_UK_WaterBlitz_Public_View_New/FeatureServer/0/2645/attachments/2307,0.473780654652276,51.2112689902378,C:/Users/Grace/Desktop/Earthwatch\Great_UK_WaterBlitz\Feature_2645_Attachment_2307_20240922_102650.jpg,C:\Users\teaching\Downloads\earthwatch-cnn\data\Great_UK_WaterBlitz\Feature_2645_Attachment_2307_20240922_102650.jpg,True,1,Unacceptable,True,,train
